Dialogue_ID,Utterance,true_emotion,Predicted_Emotion,window_size
22,"No, it was a fight.",neutral,neutral,1
22,You deal with it and move on!,joy,neutral,1
22,It's nothing to freak out about.,neutral,surprise,1
22,Really? Okay. Great!,joy,surprise,1
22,"Ohh, welcome to an adult relationship!",joy,fear,1
22,We're in a relationship?,surprise,neutral,1
22,I'm afraid so.,neutral,joy,1
22,Okay.,neutral,neutral,1
23,Hi!,joy,neutral,1
23,So you like the short hair better.,neutral,neutral,1
23,What? Yeti—I mean Danny?,neutral,surprise,1
24,Can I tell you a little secret?,neutral,joy,1
24,Yeah!,joy,joy,1
24,I want to keep one.,neutral,surprise,1
24,"Ohh, I'm gonna be on the news!",joy,joy,1
25,What? Honey.,neutral,anger,1
25,"Oh, I am, my side still hurts from when you crashed into me yesterday.",neutral,anger,1
25,"Oh God, I’m so sorry.",sadness,disgust,1
25,I know.,neutral,joy,1
25,Ow!!,anger,joy,1
25,Oh God!,surprise,joy,1
25,"Hey, you guys! Guess what?",joy,surprise,1
25,Got a job on a river boat?,neutral,surprise,1
25,"Y'know what I didn’t wear this suit for a year because you hated it. Well, guess what? You’re not my girlfriend anymore so...",anger,surprise,1
25,"Oh I see, so this suit is making a point.",neutral,surprise,1
25,"Now that you’re on you’re own, you’re free to look as stupid as you like.",anger,sadness,1
25,You like it right?,neutral,sadness,1
25,Oh absolutely. I like it even more on you than I did on Colonel Sanders.  Ross! Ross! I’m kidding!,neutral,neutral,1
25,"Yeah, come here!",neutral,neutral,1
25,What-what was it you were gonna tell us?,neutral,surprise,1
25,Yeah. Oh! Was how you invented the cotton gin?!,neutral,surprise,1
25,"Okay, good bye!",anger,neutral,1
26,Hey I got one! I got one!,joy,joy,1
27,Hi!,joy,neutral,1
27,Hi.,neutral,neutral,1
28,"Oh uh, up or down?",neutral,neutral,1
28,Oh down please.  I-I hate to be a ball buster can I just do it?,joy,neutral,1
28,Could you press up too please?,neutral,neutral,1
28,Sure! I feel so bad for you. I broke my leg once too.,sadness,surprise,1
28,Oh yeah? How’d yours happen?,neutral,fear,1
28,"Well, it’s a long story.",neutral,surprise,1
28,It’s kind of embarrassing.,neutral,neutral,1
28,Let’s just say there was a typographical error with a sex manual.,joy,fear,1
28,How about you?,neutral,neutral,1
28,Car accident.,sadness,sadness,1
28,"Oh, let me guess some idiot on a cell phone wasn’t paying attention?",neutral,neutral,1
28,"Yeah. Me.  Oh hey, that’s me.  Hey uh, I take it you’re just visiting someone.",neutral,neutral,1
28,"Uh-huh, yeah.",neutral,neutral,1
28,"Well umm, if you have sometime y’know and maybe you might want to visit someone else",neutral,neutral,1
28,Oh yeah! I-I would like that.,joy,surprise,1
28,Wait! What?! No!! Elevator!! No!,anger,anger,1
28,"Uh, you gotta press the button.",neutral,anger,1
29,"Oh we did, and you still have all your lamps.",neutral,anger,1
29,"Oh, I didn't factor in the room tax.",surprise,joy,1
29,"Oh dude, don't worry about it, I found an unattended maid's car.    We're way ahead of the game.",neutral,neutral,1
29,Oh my god.,surprise,neutral,1
29,What?,surprise,anger,1
29,There's something new in the bowl.,surprise,joy,1
29,"Look, we have enough, just walk away.",fear,joy,1
29,"No, but I want...I want the pinecones!",joy,neutral,1
29,There's a forest right outside.,neutral,neutral,1
29,It's not the same.,neutral,joy,1
29,"Ok, go quick!",fear,surprise,1
29,Thank you for a delightful stay.,joy,surprise,1
29,"Oh, my maple candy!",joy,neutral,1
30,"Oh my God, what happened?",surprise,neutral,1
30,"Oh. God, crazy Chandler. He spun me...off...the...bed!",joy,surprise,1
30,Wow! Spinning that sounds like fun.,joy,joy,1
30,"Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing.",joy,surprise,1
30,Ross's what?,surprise,surprise,1
30,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",disgust,joy,1
31,"Whoops.  Oh, hey, do you need help with that?",neutral,surprise,1
32,"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",surprise,joy,1
32,"Take it easy--if you want, there’s cookies on the counter, or, or--sangria!  I can make sangria!",joy,joy,1
32,"No-no, sorry. Cookies are good, thanks.",neutral,joy,1
32,Oh.,neutral,surprise,1
32,"Well, so, umm, anyway umm, I’ve been, I’ve been looking for my Father, and umm, have you heard from him, or seen him?",neutral,sadness,1
32,"Oh no, I-I’m sorry, I guess we lost track of everybody after high school.",sadness,sadness,1
32,"Oh, okay. Well, so tell me everything about my parents. Everything.",neutral,sadness,1
32,"Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",neutral,joy,1
32,"Oh, what? What was it?",surprise,sadness,1
32,The three losers.,sadness,disgust,1
32,"Oh, poor Lily.",sadness,sadness,1
32,"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",sadness,sadness,1
32,"Yeah, no, it was great.",joy,sadness,1
33,"Well, alright, we already tried feeding her, changing her,  burping her, oh try this one!",sadness,neutral,1
33,Go back in time and listen to Phoebe!,anger,joy,1
33,"Alright here’s something, it says to try holding the baby  close to your body and then swing her rapidly from side to side.",neutral,joy,1
33,Ok.,neutral,disgust,1
33,It worked!,surprise,sadness,1
33,Oh  oh no just stopped to throw up a little bit.,sadness,neutral,1
33,"Oh come on, what am I gonna do, its been hours and it  won’t stop crying.",sadness,neutral,1
33,"Umm, she Rach, not it, she.",neutral,surprise,1
33,"Yeah, I’m not so sure.",neutral,disgust,1
33,"Oh my god, I am losing my mind.",anger,neutral,1
33,"Yeah, no kidding, this just proves no good can come from  having sex with Ross!",anger,neutral,1
34,"Well, you’re not.",neutral,joy,1
34,"Oh, it’s so easy for you I mean, you’re not married, you get to have sex with who ever you want!",disgust,neutral,1
34,"Yeah I can!  And don’t think I don’t, because I do! I mean all the time, you betcha!",joy,neutral,1
34,"Monica. You’ve, you’ve done it right?",surprise,neutral,1
34,"Of course I have! What do you think, I’m some 30 year old virgin?",anger,neutral,1
34,Oh my God! You’re a 30 year old virgin!,surprise,joy,1
34,"Say it louder, I don’t think the guy all the way in the back heard you!",disgust,joy,1
34,"It’s not like, I haven’t any opportunities.",anger,joy,1
34,"I mean, y’know, I’m just waiting for the perfect guy.",neutral,joy,1
34,"I’m seeing this guy Roger, all right?",neutral,anger,1
34,"He’s not perfect, but umm, I think maybe I should just get it over with.",neutral,disgust,1
34,"Y’know, give him my flower.",neutral,disgust,1
34,"Oh my God!! Do it!! Honey, you’ve waited",surprise,anger,1
34,Y’know what? You are right?!,surprise,anger,1
34,I mean sex does not have to be a big deal!,anger,anger,1
34,There shouldn’t be all this rules and restrictions!,anger,joy,1
34,"Y’know, people should be able to sleep with who ever they want, whenever",neutral,surprise,1
34,Rachel! I’m never gonna think it’s okay for you to cheat on your husband!,anger,disgust,1
34,Oh what do you know? Virgin!,anger,surprise,1
35,"Push, push!",neutral,neutral,1
35,We're here!,joy,fear,1
35,Where have you been?,neutral,joy,1
35,"Long story, honey.",neutral,anger,1
35,"All right, Carol, I need you to keep pushing. I need— Excuse me, could I have this?",neutral,neutral,1
36,C'mon up.,neutral,neutral,1
36,Behind my brother's back?  ... is exactly the kind of crazy thing you won't be hearing from me.,anger,neutral,1
37,"So, I hear, you hate me!",anger,surprise,1
37,"I, ah, I never said hate, I was very careful about that.",neutral,fear,1
37,A little birdie told me something about you wanting to rip your arm off and throw it at me.,anger,surprise,1
37,And you got a 'hate' from that?! Your taking a big leap there...,fear,surprise,1
37,"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey.",anger,anger,1
37,"So, this is my idea: you and me spending some quality time together.",neutral,joy,1
37,But what does that gonna do...,anger,neutral,1
37,For Chandler!,anger,joy,1
38,"Guess what, I got an audition!",joy,joy,1
38,"Awww, one of my students got an audition. I’m so proud.",joy,joy,1
38,I was wondering if you would consider coaching me for it?,neutral,joy,1
38,You bet! What’s the part?,joy,joy,1
38,"Oh it’s great, it’s a role on",joy,joy,1
39,"Hi!  Hi!  Hi. Has umm, anyone seen Chandler?",neutral,neutral,1
39,I thought he was with you.,neutral,surprise,1
39,"He-he was with me umm, we’re playing a little game, y’know? Hide and seek.",neutral,anger,1
39,"You can’t ask us son, that’s cheating.",neutral,neutral,1
39,"You’re right, thanks for keeping me honest dad.",neutral,surprise,1
39,"Well, he better not come by here. He can’t see the bride in the wedding dress.",neutral,surprise,1
39,"As I recall when we got married, I saw the groom in the wedding dress.",joy,neutral,1
39,"But that was after the wedding, it’s not bad luck then.",neutral,neutral,1
39,"Honey, it isn’t good luck.",neutral,surprise,1
39,Oh my God! Monica!,surprise,joy,1
39,"I know! Hey, how’s Chandler doin’?",neutral,joy,1
39,Great. He’s doing great. Don’t you worry about Chandler.,neutral,fear,1
40,Yeah baby!,joy,fear,1
40,"I’m really glad you guys are okay but, I just keep thinking what would happen if-if you two  actually had hooked up.",neutral,joy,1
41,"So, we did okay at the strip club, right?",neutral,neutral,1
41,"Oh yeah, that was great. Thanks to you, the hottest cocktail waitress there is quitting to teach the third grade!",anger,disgust,1
41,I can’t believe it! He still hasn’t called.,anger,joy,1
41,"Who, Josh?",surprise,sadness,1
41,It’s Joshua.,anger,sadness,1
41,"What, he doesn’t like Josh?",surprise,neutral,1
41,"No, I don’t.",disgust,neutral,1
41,"All right, well I’m gonna put my sweats back on.",neutral,neutral,1
41,Oh no!,surprise,neutral,1
41,Wait!,surprise,surprise,1
41,"Okay, y’know what, you were right, you were right.",sadness,surprise,1
41,"We really weren’t great at being guys, but you know why?",sadness,neutral,1
41,Because we’re girls.,neutral,joy,1
42,"Thank you, thanks.",joy,surprise,1
42,"Yeah, I lost it.",sadness,neutral,1
42,"Y’know, I’m not gonna play anymore,  would you, can you finish my set?",neutral,neutral,1
42,"After that? Yeah! No, I mean if I can help.",surprise,sadness,1
42,"Yeah, like I could",neutral,neutral,1
42,What?,surprise,neutral,1
42,I played bad on purpose guys.,joy,neutral,1
42,"Okay, so you were trying to play bad this whole time.",surprise,surprise,1
42,"Yeah—no, just that last song.",neutral,surprise,1
43,"Oh, I was thinking about having people over for the game.",neutral,joy,1
43,"Oh yeah, who’s playing?",neutral,neutral,1
43,The players.,neutral,neutral,1
43,Somebody seems to be missing being the hostess.,neutral,sadness,1
43,"Please, it’s a relief is what it is, is what it is.",neutral,neutral,1
43,"All right Pheebs, stick out your plate!",neutral,joy,1
43,Oh.,neutral,surprise,1
44,Whose is it?,neutral,neutral,1
44,I don’t want to say.,neutral,fear,1
44,"Oh, come on! I don’t care! Come on! Whose is it?",joy,surprise,1
44,Diane Keaton.,neutral,neutral,1
45,Phoebe! Come on! Let’s go!  Come on!  Why aren’t you dressed yet?!,anger,anger,1
45,"I’m sorry, but I just wrote the best dance song for your wedding. Check this out.",neutral,joy,1
45,"No, Phoebe, I’ll tell you what, if you get ready now I’ll let you play it at the wedding.",neutral,joy,1
45,Really?!,surprise,surprise,1
45,Oh that’s so exciting!,joy,joy,1
45,Thanks Mon!,joy,joy,1
45,"Oh but Mon, if you touch my guitar again I’ll have to pound on you for a little bit.",anger,anger,1
45,"Fair enough, now go get ready!",neutral,neutral,1
45,"I’ll get everybody else , finally we can start celebrating my— I’m sorry, uh apparently I’ve opened the door to the past.",neutral,sadness,1
46,"My best shoes, so good to me.",joy,joy,1
46,I wear them everyday.,joy,neutral,1
46,"Down at the heel, holes in the toes.",joy,sadness,1
46,Don’t care what people say.,joy,neutral,1
46,"My feet’s best friends, pals to the end.",joy,joy,1
46,With them I’m one hot chicky.,joy,joy,1
46,"Though late one night, not much light, I....",neutral,neutral,1
46,I stepped in something icky.,joy,disgust,1
46,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I’ll.... avoid the..... pillleeeee.",joy,joy,1
47,"God, it’s gonna so weird like when I come home and you’re not here.",sadness,neutral,1
47,No more Joey and Chan’s.,sadness,joy,1
47,No more J and C’s.,sadness,neutral,1
47,"""You wanna go over to Joey and Chandler’s?""",neutral,neutral,1
47,"""Can’t, its not there.""",neutral,surprise,1
47,"Look, I’m just gonna be across the hall, we can still do all the same stuff.",neutral,surprise,1
47,Yeah but we won’t be able to like get up in the middle of the night and have those long talks about our feelings and the future.,sadness,sadness,1
47,Not once did we do that.,neutral,sadness,1
47,Hi.,neutral,sadness,1
47,Hey!,neutral,neutral,1
47,Hi.,neutral,sadness,1
47,"So I, I told Rachel it was just gonna be the two of us.",neutral,sadness,1
47,"Oh yeah? Well, how’d she take it?",neutral,sadness,1
47,"Really well. Yeah. Surprisingly well. Yeah, she didn’t cry. She wasn’t angry or sad.",neutral,neutral,1
48,"Okay, if you need the vacuum, it’s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral,neutral,1
48,"Okay, okay, but Rachel’s gonna be here too, can’t I just ask her this stuff?",neutral,neutral,1
48,"Yeah, okay, give that a try!",neutral,joy,1
48,All right! Let’s do it!,joy,joy,1
48,Woo-hoo!!,joy,joy,1
48,"Yeah, cheerie-o!",joy,joy,1
48,London baby!,joy,neutral,1
49,Hi!,joy,joy,1
49,Hi!,joy,joy,1
49,Monica? What time is it?,neutral,surprise,1
49,"Uhh, 9.",neutral,neutral,1
49,But it's dark out.,neutral,joy,1
49,"Well that's because you always sleep to noon, silly! This is what 9 looks like.",neutral,neutral,1
49,I guess I'll get washed up then. Watch that sunrise.,neutral,fear,1
49,I'm,neutral,neutral,1
49,"I know, me too.",neutral,neutral,1
49,Hey!,joy,neutral,1
49,Y'know what if we went away for a whole weekend?,neutral,neutral,1
49,Y'know we'd have no interruptions and we could be naked the entire time.,joy,fear,1
49,All weekend? That's a whole lotta naked.,surprise,joy,1
49,"Yeah, I can say that I have a conference and you can say you have a chef thing.",neutral,joy,1
49,"Ohh, I've always wanted to go to this culinary fair that they have in Jersey!",joy,neutral,1
49,"Okay, y'know your not though. Let's go.",neutral,neutral,1
49,Wait! What about Joey?,neutral,joy,1
50,"Oh umm, there’s also a book here by a woman named Wendy Bagina.  What is that?",neutral,neutral,1
50,Sounds like two people are really enjoying the Dewey decimal system.,neutral,joy,1
50,I’m so sorry!,fear,neutral,1
50,You didn’t bring,neutral,neutral,1
51,Hey!,joy,joy,1
51,Hi!,joy,neutral,1
51,"Oh you know uh Kash, really liked you the other day. He said he thought you were charming.",neutral,joy,1
52,Okay I-I just have to stop by my place first.,neutral,neutral,1
52,"To tape the game? You do this every time Ross, you’re",disgust,neutral,1
52,"No-no, I-I have to see if this apartment became available.",neutral,neutral,1
52,"Oh, you’re switching apartments?",surprise,neutral,1
52,"It’s not for me, it’s for Rachel.",neutral,surprise,1
52,But Rachel has an apartment.,neutral,surprise,1
52,"Yeah, but when the baby comes she’s gonna want to move.",neutral,neutral,1
52,She is?,surprise,anger,1
52,"Yeah, you didn’t expect her to live there with a baby did you?",surprise,anger,1
52,I guess I didn’t really think about it.,neutral,neutral,1
52,Ezel!  Hey Gunther! You’re an ezel!,anger,neutral,1
