Dialogue_ID,Utterance,true_emotion,Predicted_Emotion,window_size
12,"What’s all this about you guys fighting?! Is this really over a room?! I mean, that is so silly!",anger,neutral,3
12,"Ross, we can handle this.",neutral,neutral,3
12,"Well, apparently not, and I can’t just stand by and watch two people I care about very much be hurt over something that is so silly.",sadness,joy,3
12,"I mean, enough of the silliness!",anger,joy,3
12,"Well, why don’t you tell her to stop being silly!",anger,joy,3
12,Okay-okay!,anger,joy,3
12,"Two very good points, look I’ve known you both a long time, and I’ve never seen either of you one/millionth as happy as you’ve been since you’ve got together.",sadness,joy,3
12,Do you really want to throw that all away over a room?,sadness,disgust,3
12,That is so silly.,joy,neutral,3
12,"Now wh-what is more important, love or silliness?",neutral,sadness,3
12,"Well, we are fond of the silliness, but we also have a soft spot for the love.",neutral,disgust,3
12,Love is the best medicine.,joy,anger,3
12,That’s laughter.,joy,joy,3
12,Why do you do it?,neutral,joy,3
12,I don’t know.,neutral,neutral,3
12,"Okay! All right! Now, Chandler you-you wanna live with Monica, right?",neutral,neutral,3
12,"Yeah, I do.",neutral,joy,3
12,"And Mon, you wanna live with Chandler, don’t ya?",neutral,joy,3
12,Yes.,neutral,joy,3
12,Good! A verbal contract is binding in the state of New York!,joy,joy,3
13,Oh.,neutral,neutral,3
13,"But I don't. Me, Phoebe.",neutral,disgust,3
13,"Well, I'm not I'm not at all surprised they feel that way.",neutral,joy,3
13,"You're not? See, that's why you're so great!",surprise,disgust,3
13,"Actually it's, it's quite, y'know, typical behaviour when you have this kind of dysfunctional group dynamic.",neutral,disgust,3
13,"Y'know, this kind of co-dependant, emotionally stunted, sitting in your stupid coffee house with your stupid big cups which, I'm sorry, might as well have nipples on them, and you're like all 'Oh, define me!",anger,disgust,3
13,Define me!,anger,disgust,3
13,"Love me, I need love!",anger,surprise,3
14,Have you really done this before?,surprise,joy,3
14,Yeah!,joy,joy,3
14,Yeah!,joy,joy,3
14,Yeah!,joy,joy,3
14,"You just take a big, big swing.",neutral,joy,3
14,"Now, don’t hold back.",neutral,joy,3
14,Hey!,joy,joy,3
14,Hey-hey-hey!,joy,joy,3
14,What are you doing?,neutral,neutral,3
14,We’re just celebrating that Joey got his health insurance back.,joy,joy,3
14,"Oh, all right.",neutral,neutral,3
15,"Yeah! Sure! Yep!  Oh, y'know what? If I heard a shot right now, I'd throw my body on you.",joy,fear,3
15,Oh yeah? Well maybe you and I should take a walk through a bad neighborhood.,joy,surprise,3
15,Okay!,joy,neutral,3
15,Bye!,neutral,neutral,3
15,Bye!,neutral,anger,3
15,Cut it out Ross! I hate to have to save your life and kick your ass in the same day!,anger,anger,3
16,"Hey, Joey, could you pass the cheese?",neutral,neutral,3
16,"Listen uh, I’d prefer it if you didn’t call me Joey.",neutral,anger,3
16,"Since I don’t know anyone here, I thought it’d be cool to try out a cool work nickname.",neutral,neutral,3
16,"Hey, dragon! Here’s your tips from Monday and Tuesday.",neutral,neutral,3
16,There’s like-there’s like 300 bucks in this one!,surprise,joy,3
16,"Yeah, people get pretty generous around the holidays. And it never hurts to wear tight trousers.",neutral,joy,3
16,Could the waiters gather around to hear tonight’s specials?,neutral,joy,3
16,"Okay, first there is a Chilean Sea Bass prepared with a Mango relish on a bag—Why is nobody writing these down?",neutral,joy,3
16,Because we can remember them.,neutral,disgust,3
16,Because your all gonna make up fake specials and make me cook them like you did the other night?,anger,neutral,3
17,Hey. When you guys were kids and you played,neutral,fear,3
17,I was always Joanne.,neutral,sadness,3
17,"Question. Was ah, ‘Egg the Gellers!’ the war cry of your neighbourhood?",neutral,fear,3
17,Ewww! Oh! It’s the Mattress King!,disgust,fear,3
17,Don’t look honey. Change the channel! Change the channel!,disgust,neutral,3
17,"Wait! Wait! I wanna see this. After I divorce him, half of that kingdom is gonna be mine.",joy,neutral,3
17,What a wank!,anger,neutral,3
17,"Oh, I cannot believe he’s using our divorce to sell mattresses.",anger,neutral,3
17,I know!,anger,anger,3
17,"And four ninety-nine for a pillow top queen set, who cares about the divorce, those babies will sell themselves.",anger,neutral,3
17,And I’m appalled for you by the way.,anger,anger,3
17,"You had to do it, didn’t you? You couldn’t just leave it alone.",sadness,neutral,3
17,Four percent. Okay. I tip more than that when there’s a bug in my food.,disgust,sadness,3
17,"Ross, tonight was about the two of you getting along.  Oh, would you just see my chiropractor, already.",anger,sadness,3
17,"Yeah, I’m gonna go to a doctor who went to school in a mini-mall.",disgust,neutral,3
17,"Hey Pheebs, what are you doing?",neutral,anger,3
17,"I’m, I’m freaking out!",fear,neutral,3
17,Monica kinda trusted me with something and she shouldn’t have!,fear,neutral,3
17,"All right, I haven’t lived here in a while, so I have to ask you something.",neutral,neutral,3
17,Does Monica still turn on the lights in her bedroom?,neutral,neutral,3
17,Um. yeah.,neutral,disgust,3
17,I am,neutral,disgust,3
17,"All right, look, here’s the bottom line Ross, this is fixable, if we act fast, okay.",neutral,joy,3
17,"So, I’ll invite him to brunch tomorrow and you can make nice.",neutral,disgust,3
17,"Look, honey, I have tried to make nice, it doesn’t work.",anger,disgust,3
17,"Okay, look, Ross, I realise that my Father is difficult, but that’s why you have got to be the bigger man here.",neutral,neutral,3
17,"Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn’t make any difference, except that I could pick your Father up and say ‘Like me!",anger,disgust,3
17,Like me tiny doctor!’,anger,sadness,3
17,"Okay, well can’t you just try it one more time Ross? For me? For me?",sadness,anger,3
17,"Rachel one brunch is not gonna solve anything. You gotta face it, okay we’re never gonna get along.",anger,disgust,3
17,"Okay, well you are just gonna have too, okay.",anger,anger,3
17,"Because I already got a Mother and a Father who cannot stay in the same room together, okay, I don’t wanna have to have a separate room for you too!",anger,neutral,3
17,"Okay, okay, okay.  I’ll get the bagels.",neutral,neutral,3
18,"Okay now Joey, y'know that since you're returning all of this stuff right after the audition you're gonna have to wear underwear?",neutral,joy,3
18,"All right, then you'd better show me some of that too then.",neutral,neutral,3
18,"Okay, it's missing something. Ooh, I know! Umm, okay.",neutral,neutral,3
19,Really? A purse?,surprise,surprise,3
20,It's not a purse! It's a shoulder bag.,anger,neutral,3
20,It looks like a women's purse.,neutral,neutral,3
20,"No Joey, look. Trust me, all the men are wearing them in the spring catalog. Look.  See look,",neutral,joy,3
20,"See look,",neutral,joy,3
20,Exactly! Unisex!,neutral,joy,3
20,Maybe you need sex.,neutral,surprise,3
20,No! No Joey! U-N-I-sex.,joy,joy,3
20,"Well, I ain't gonna say no to that.",neutral,neutral,3
21,"So, um, have you told your parents?",neutral,neutral,3
21,"No, but it'll be OK, they're pretty cool, my brother's straight so. . .",neutral,joy,3
21,Here you go.,neutral,neutral,3
21,"You know what, I just have one more question, um, if you had figured this out sooner and um, I had been around, do you think that I would have been the one who.",neutral,neutral,3
21,"no, um, I'm sorry, don't tell me, I don't think either answer would make me feel better.",sadness,neutral,3
21,I love you Phoebe.,joy,neutral,3
21,So your brother's straigh huh? Seriously.,surprise,neutral,3
22,Hey!,joy,sadness,3
22,Hi.,neutral,sadness,3
22,"I just came over to drop off…nothing. So that weekend kinda sucked, huh?",neutral,sadness,3
22,"Yeah, it did.",joy,surprise,3
22,"So, I guess this is over.",sadness,sadness,3
22,What?,neutral,surprise,3
22,"Well, y'know, you and me, it had to end sometime.",sadness,sadness,3
22,"Why, exactly?",surprise,surprise,3
22,"Because of the weekend, we had a fight.",sadness,surprise,3
22,Chandler that's crazy!,surprise,surprise,3
22,If you give up every time you'd have a fight with someone you'd never be with anyone longer than—Ohhh!,anger,joy,3
22,"So, this isn't over?",neutral,neutral,3
22,You are so cute!,joy,anger,3
22,No.,joy,neutral,3
22,"No, it was a fight.",neutral,neutral,3
22,You deal with it and move on!,joy,surprise,3
22,It's nothing to freak out about.,neutral,neutral,3
22,Really? Okay. Great!,joy,surprise,3
22,"Ohh, welcome to an adult relationship!",joy,fear,3
22,We're in a relationship?,surprise,neutral,3
22,I'm afraid so.,neutral,neutral,3
22,Okay.,neutral,sadness,3
23,Hi!,joy,surprise,3
23,So you like the short hair better.,neutral,neutral,3
23,What? Yeti—I mean Danny?,neutral,surprise,3
24,Can I tell you a little secret?,neutral,joy,3
24,Yeah!,joy,joy,3
24,I want to keep one.,neutral,surprise,3
24,"Ohh, I'm gonna be on the news!",joy,joy,3
25,What? Honey.,neutral,anger,3
25,"Oh, I am, my side still hurts from when you crashed into me yesterday.",neutral,surprise,3
25,"Oh God, I’m so sorry.",sadness,anger,3
25,I know.,neutral,joy,3
25,Ow!!,anger,joy,3
25,Oh God!,surprise,joy,3
25,"Hey, you guys! Guess what?",joy,surprise,3
25,Got a job on a river boat?,neutral,neutral,3
25,"Y'know what I didn’t wear this suit for a year because you hated it. Well, guess what? You’re not my girlfriend anymore so...",anger,neutral,3
25,"Oh I see, so this suit is making a point.",neutral,sadness,3
25,"Now that you’re on you’re own, you’re free to look as stupid as you like.",anger,anger,3
25,You like it right?,neutral,sadness,3
25,Oh absolutely. I like it even more on you than I did on Colonel Sanders.  Ross! Ross! I’m kidding!,neutral,neutral,3
25,"Yeah, come here!",neutral,neutral,3
25,What-what was it you were gonna tell us?,neutral,fear,3
25,Yeah. Oh! Was how you invented the cotton gin?!,neutral,joy,3
25,"Okay, good bye!",anger,neutral,3
26,Hey I got one! I got one!,joy,joy,3
27,Hi!,joy,neutral,3
27,Hi.,neutral,joy,3
28,"Oh uh, up or down?",neutral,neutral,3
28,Oh down please.  I-I hate to be a ball buster can I just do it?,joy,neutral,3
28,Could you press up too please?,neutral,neutral,3
28,Sure! I feel so bad for you. I broke my leg once too.,sadness,joy,3
28,Oh yeah? How’d yours happen?,neutral,surprise,3
28,"Well, it’s a long story.",neutral,neutral,3
28,It’s kind of embarrassing.,neutral,neutral,3
28,Let’s just say there was a typographical error with a sex manual.,joy,neutral,3
28,How about you?,neutral,neutral,3
28,Car accident.,sadness,sadness,3
28,"Oh, let me guess some idiot on a cell phone wasn’t paying attention?",neutral,neutral,3
28,"Yeah. Me.  Oh hey, that’s me.  Hey uh, I take it you’re just visiting someone.",neutral,neutral,3
28,"Uh-huh, yeah.",neutral,neutral,3
28,"Well umm, if you have sometime y’know and maybe you might want to visit someone else",neutral,surprise,3
28,Oh yeah! I-I would like that.,joy,neutral,3
28,Wait! What?! No!! Elevator!! No!,anger,neutral,3
28,"Uh, you gotta press the button.",neutral,anger,3
29,"Oh we did, and you still have all your lamps.",neutral,neutral,3
29,"Oh, I didn't factor in the room tax.",surprise,joy,3
29,"Oh dude, don't worry about it, I found an unattended maid's car.    We're way ahead of the game.",neutral,joy,3
29,Oh my god.,surprise,neutral,3
29,What?,surprise,joy,3
29,There's something new in the bowl.,surprise,joy,3
29,"Look, we have enough, just walk away.",fear,joy,3
29,"No, but I want...I want the pinecones!",joy,surprise,3
29,There's a forest right outside.,neutral,neutral,3
29,It's not the same.,neutral,joy,3
29,"Ok, go quick!",fear,surprise,3
29,Thank you for a delightful stay.,joy,surprise,3
29,"Oh, my maple candy!",joy,neutral,3
30,"Oh my God, what happened?",surprise,joy,3
30,"Oh. God, crazy Chandler. He spun me...off...the...bed!",joy,surprise,3
30,Wow! Spinning that sounds like fun.,joy,surprise,3
30,"Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing.",joy,surprise,3
30,Ross's what?,surprise,surprise,3
30,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",disgust,joy,3
31,"Whoops.  Oh, hey, do you need help with that?",neutral,surprise,3
32,"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",surprise,joy,3
32,"Take it easy--if you want, there’s cookies on the counter, or, or--sangria!  I can make sangria!",joy,joy,3
32,"No-no, sorry. Cookies are good, thanks.",neutral,neutral,3
32,Oh.,neutral,neutral,3
32,"Well, so, umm, anyway umm, I’ve been, I’ve been looking for my Father, and umm, have you heard from him, or seen him?",neutral,sadness,3
32,"Oh no, I-I’m sorry, I guess we lost track of everybody after high school.",sadness,sadness,3
32,"Oh, okay. Well, so tell me everything about my parents. Everything.",neutral,sadness,3
32,"Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",neutral,sadness,3
32,"Oh, what? What was it?",surprise,sadness,3
32,The three losers.,sadness,disgust,3
32,"Oh, poor Lily.",sadness,sadness,3
32,"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",sadness,sadness,3
32,"Yeah, no, it was great.",joy,neutral,3
33,"Well, alright, we already tried feeding her, changing her,  burping her, oh try this one!",sadness,surprise,3
33,Go back in time and listen to Phoebe!,anger,neutral,3
33,"Alright here’s something, it says to try holding the baby  close to your body and then swing her rapidly from side to side.",neutral,joy,3
33,Ok.,neutral,disgust,3
33,It worked!,surprise,sadness,3
33,Oh  oh no just stopped to throw up a little bit.,sadness,disgust,3
33,"Oh come on, what am I gonna do, its been hours and it  won’t stop crying.",sadness,neutral,3
33,"Umm, she Rach, not it, she.",neutral,neutral,3
33,"Yeah, I’m not so sure.",neutral,disgust,3
33,"Oh my god, I am losing my mind.",anger,neutral,3
33,"Yeah, no kidding, this just proves no good can come from  having sex with Ross!",anger,joy,3
34,"Well, you’re not.",neutral,joy,3
34,"Oh, it’s so easy for you I mean, you’re not married, you get to have sex with who ever you want!",disgust,neutral,3
34,"Yeah I can!  And don’t think I don’t, because I do! I mean all the time, you betcha!",joy,neutral,3
34,"Monica. You’ve, you’ve done it right?",surprise,joy,3
34,"Of course I have! What do you think, I’m some 30 year old virgin?",anger,neutral,3
34,Oh my God! You’re a 30 year old virgin!,surprise,joy,3
34,"Say it louder, I don’t think the guy all the way in the back heard you!",disgust,joy,3
34,"It’s not like, I haven’t any opportunities.",anger,joy,3
34,"I mean, y’know, I’m just waiting for the perfect guy.",neutral,neutral,3
34,"I’m seeing this guy Roger, all right?",neutral,anger,3
34,"He’s not perfect, but umm, I think maybe I should just get it over with.",neutral,disgust,3
34,"Y’know, give him my flower.",neutral,anger,3
34,"Oh my God!! Do it!! Honey, you’ve waited",surprise,anger,3
34,Y’know what? You are right?!,surprise,anger,3
34,I mean sex does not have to be a big deal!,anger,anger,3
34,There shouldn’t be all this rules and restrictions!,anger,joy,3
34,"Y’know, people should be able to sleep with who ever they want, whenever",neutral,surprise,3
34,Rachel! I’m never gonna think it’s okay for you to cheat on your husband!,anger,anger,3
34,Oh what do you know? Virgin!,anger,surprise,3
35,"Push, push!",neutral,neutral,3
35,We're here!,joy,joy,3
35,Where have you been?,neutral,joy,3
35,"Long story, honey.",neutral,anger,3
35,"All right, Carol, I need you to keep pushing. I need— Excuse me, could I have this?",neutral,neutral,3
36,C'mon up.,neutral,neutral,3
36,Behind my brother's back?  ... is exactly the kind of crazy thing you won't be hearing from me.,anger,neutral,3
37,"So, I hear, you hate me!",anger,anger,3
37,"I, ah, I never said hate, I was very careful about that.",neutral,surprise,3
37,A little birdie told me something about you wanting to rip your arm off and throw it at me.,anger,anger,3
37,And you got a 'hate' from that?! Your taking a big leap there...,fear,anger,3
37,"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey.",anger,anger,3
37,"So, this is my idea: you and me spending some quality time together.",neutral,joy,3
37,But what does that gonna do...,anger,neutral,3
37,For Chandler!,anger,joy,3
38,"Guess what, I got an audition!",joy,joy,3
38,"Awww, one of my students got an audition. I’m so proud.",joy,joy,3
38,I was wondering if you would consider coaching me for it?,neutral,joy,3
38,You bet! What’s the part?,joy,joy,3
38,"Oh it’s great, it’s a role on",joy,joy,3
39,"Hi!  Hi!  Hi. Has umm, anyone seen Chandler?",neutral,neutral,3
39,I thought he was with you.,neutral,joy,3
39,"He-he was with me umm, we’re playing a little game, y’know? Hide and seek.",neutral,neutral,3
39,"You can’t ask us son, that’s cheating.",neutral,joy,3
39,"You’re right, thanks for keeping me honest dad.",neutral,fear,3
39,"Well, he better not come by here. He can’t see the bride in the wedding dress.",neutral,surprise,3
39,"As I recall when we got married, I saw the groom in the wedding dress.",joy,neutral,3
39,"But that was after the wedding, it’s not bad luck then.",neutral,neutral,3
39,"Honey, it isn’t good luck.",neutral,surprise,3
39,Oh my God! Monica!,surprise,joy,3
39,"I know! Hey, how’s Chandler doin’?",neutral,joy,3
39,Great. He’s doing great. Don’t you worry about Chandler.,neutral,surprise,3
40,Yeah baby!,joy,surprise,3
40,"I’m really glad you guys are okay but, I just keep thinking what would happen if-if you two  actually had hooked up.",neutral,joy,3
41,"So, we did okay at the strip club, right?",neutral,surprise,3
41,"Oh yeah, that was great. Thanks to you, the hottest cocktail waitress there is quitting to teach the third grade!",anger,neutral,3
41,I can’t believe it! He still hasn’t called.,anger,disgust,3
41,"Who, Josh?",surprise,sadness,3
41,It’s Joshua.,anger,surprise,3
41,"What, he doesn’t like Josh?",surprise,neutral,3
41,"No, I don’t.",disgust,surprise,3
41,"All right, well I’m gonna put my sweats back on.",neutral,neutral,3
41,Oh no!,surprise,neutral,3
41,Wait!,surprise,surprise,3
41,"Okay, y’know what, you were right, you were right.",sadness,surprise,3
41,"We really weren’t great at being guys, but you know why?",sadness,neutral,3
41,Because we’re girls.,neutral,neutral,3
42,"Thank you, thanks.",joy,neutral,3
42,"Yeah, I lost it.",sadness,neutral,3
42,"Y’know, I’m not gonna play anymore,  would you, can you finish my set?",neutral,neutral,3
42,"After that? Yeah! No, I mean if I can help.",surprise,sadness,3
42,"Yeah, like I could",neutral,neutral,3
42,What?,surprise,neutral,3
42,I played bad on purpose guys.,joy,neutral,3
42,"Okay, so you were trying to play bad this whole time.",surprise,surprise,3
42,"Yeah—no, just that last song.",neutral,neutral,3
43,"Oh, I was thinking about having people over for the game.",neutral,joy,3
43,"Oh yeah, who’s playing?",neutral,neutral,3
43,The players.,neutral,neutral,3
43,Somebody seems to be missing being the hostess.,neutral,neutral,3
43,"Please, it’s a relief is what it is, is what it is.",neutral,neutral,3
43,"All right Pheebs, stick out your plate!",neutral,joy,3
43,Oh.,neutral,neutral,3
44,Whose is it?,neutral,neutral,3
44,I don’t want to say.,neutral,neutral,3
44,"Oh, come on! I don’t care! Come on! Whose is it?",joy,anger,3
44,Diane Keaton.,neutral,neutral,3
45,Phoebe! Come on! Let’s go!  Come on!  Why aren’t you dressed yet?!,anger,anger,3
45,"I’m sorry, but I just wrote the best dance song for your wedding. Check this out.",neutral,joy,3
45,"No, Phoebe, I’ll tell you what, if you get ready now I’ll let you play it at the wedding.",neutral,joy,3
45,Really?!,surprise,surprise,3
45,Oh that’s so exciting!,joy,joy,3
45,Thanks Mon!,joy,joy,3
45,"Oh but Mon, if you touch my guitar again I’ll have to pound on you for a little bit.",anger,anger,3
45,"Fair enough, now go get ready!",neutral,neutral,3
45,"I’ll get everybody else , finally we can start celebrating my— I’m sorry, uh apparently I’ve opened the door to the past.",neutral,surprise,3
46,"My best shoes, so good to me.",joy,joy,3
46,I wear them everyday.,joy,joy,3
46,"Down at the heel, holes in the toes.",joy,sadness,3
46,Don’t care what people say.,joy,joy,3
46,"My feet’s best friends, pals to the end.",joy,joy,3
46,With them I’m one hot chicky.,joy,joy,3
46,"Though late one night, not much light, I....",neutral,fear,3
46,I stepped in something icky.,joy,disgust,3
46,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I’ll.... avoid the..... pillleeeee.",joy,joy,3
47,"God, it’s gonna so weird like when I come home and you’re not here.",sadness,neutral,3
47,No more Joey and Chan’s.,sadness,neutral,3
47,No more J and C’s.,sadness,neutral,3
47,"""You wanna go over to Joey and Chandler’s?""",neutral,neutral,3
47,"""Can’t, its not there.""",neutral,surprise,3
47,"Look, I’m just gonna be across the hall, we can still do all the same stuff.",neutral,surprise,3
47,Yeah but we won’t be able to like get up in the middle of the night and have those long talks about our feelings and the future.,sadness,sadness,3
47,Not once did we do that.,neutral,sadness,3
47,Hi.,neutral,sadness,3
47,Hey!,neutral,sadness,3
47,Hi.,neutral,sadness,3
47,"So I, I told Rachel it was just gonna be the two of us.",neutral,sadness,3
47,"Oh yeah? Well, how’d she take it?",neutral,sadness,3
47,"Really well. Yeah. Surprisingly well. Yeah, she didn’t cry. She wasn’t angry or sad.",neutral,disgust,3
48,"Okay, if you need the vacuum, it’s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral,neutral,3
48,"Okay, okay, but Rachel’s gonna be here too, can’t I just ask her this stuff?",neutral,joy,3
48,"Yeah, okay, give that a try!",neutral,joy,3
48,All right! Let’s do it!,joy,joy,3
48,Woo-hoo!!,joy,joy,3
48,"Yeah, cheerie-o!",joy,joy,3
48,London baby!,joy,neutral,3
49,Hi!,joy,joy,3
49,Hi!,joy,joy,3
49,Monica? What time is it?,neutral,surprise,3
49,"Uhh, 9.",neutral,joy,3
49,But it's dark out.,neutral,joy,3
49,"Well that's because you always sleep to noon, silly! This is what 9 looks like.",neutral,neutral,3
49,I guess I'll get washed up then. Watch that sunrise.,neutral,neutral,3
49,I'm,neutral,neutral,3
49,"I know, me too.",neutral,neutral,3
49,Hey!,joy,neutral,3
49,Y'know what if we went away for a whole weekend?,neutral,neutral,3
49,Y'know we'd have no interruptions and we could be naked the entire time.,joy,neutral,3
49,All weekend? That's a whole lotta naked.,surprise,joy,3
49,"Yeah, I can say that I have a conference and you can say you have a chef thing.",neutral,joy,3
49,"Ohh, I've always wanted to go to this culinary fair that they have in Jersey!",joy,joy,3
49,"Okay, y'know your not though. Let's go.",neutral,joy,3
49,Wait! What about Joey?,neutral,joy,3
50,"Oh umm, there’s also a book here by a woman named Wendy Bagina.  What is that?",neutral,neutral,3
50,Sounds like two people are really enjoying the Dewey decimal system.,neutral,joy,3
50,I’m so sorry!,fear,neutral,3
50,You didn’t bring,neutral,neutral,3
51,Hey!,joy,joy,3
51,Hi!,joy,joy,3
51,"Oh you know uh Kash, really liked you the other day. He said he thought you were charming.",neutral,joy,3
52,Okay I-I just have to stop by my place first.,neutral,surprise,3
52,"To tape the game? You do this every time Ross, you’re",disgust,neutral,3
52,"No-no, I-I have to see if this apartment became available.",neutral,neutral,3
52,"Oh, you’re switching apartments?",surprise,neutral,3
52,"It’s not for me, it’s for Rachel.",neutral,surprise,3
52,But Rachel has an apartment.,neutral,surprise,3
52,"Yeah, but when the baby comes she’s gonna want to move.",neutral,neutral,3
52,She is?,surprise,anger,3
52,"Yeah, you didn’t expect her to live there with a baby did you?",surprise,anger,3
52,I guess I didn’t really think about it.,neutral,neutral,3
52,Ezel!  Hey Gunther! You’re an ezel!,anger,anger,3
